客户ID,产品_1,产品_2,产品_3,产品_4,产品_5,产品_6,产品_7,产品_8,产品_9,产品_10,产品_11,产品_12
"K377790","T","T","T","F","T","F","F","F","F","F","F","F"
"K377150","T","T","T","F","F","F","F","F","F","F","T","F"
"K206390","T","T","T","T","F","T","T","F","F","F","F","F"
"K377180","T","F","F","T","F","F","F","F","T","F","T","F"
"K206400","T","F","T","T","F","T","T","F","F","F","F","F"
"K128800","T","T","T","T","T","F","F","F","F","F","T","T"
"K377140","T","F","F","F","F","F","F","F","F","F","F","F"
"K377270","T","T","T","F","T","T","F","F","F","F","F","F"
"K206460","T","T","F","T","T","T","T","F","F","F","T","T"
"K154460","T","F","T","T","T","T","F","F","F","F","T","T"
"K376860","T","T","F","F","F","F","F","F","F","F","F","F"
"K154510","T","T","F","T","F","F","F","T","F","T","F","T"
"K109220","T","T","T","T","F","F","F","F","T","F","T","T"
"K206410","T","T","T","T","F","F","T","F","F","F","F","F"
"K377040","T","T","F","F","F","T","T","F","F","F","T","F"
"K377360","T","F","T","T","F","F","F","F","F","F","T","F"
"K377810","T","F","F","T","T","F","T","F","F","F","F","F"
"K376710","T","T","F","T","F","F","F","F","F","F","F","F"
"K206300","T","F","T","T","F","F","F","T","T","T","F","F"
"K376740","T","F","F","F","F","F","F","F","F","F","F","T"
"K206310","T","T","T","F","T","T","F","T","F","T","T","T"
"K154420","T","T","F","T","F","F","F","T","T","F","F","F"
"K376690","T","F","F","F","F","F","F","F","F","T","T","F"
"K376770","T","F","T","F","T","F","F","T","F","F","F","F"
"K253440","T","T","F","T","T","F","T","F","F","F","F","F"
"K154440","T","T","F","F","T","T","T","F","F","F","F","F"
"K253490","T","T","F","T","T","F","F","F","T","T","F","F"
"K206280","T","F","F","F","F","F","F","F","F","F","F","F"
"K115760","T","T","F","F","F","F","F","F","F","F","F","F"
"K206340","T","T","T","T","F","F","F","T","F","F","F","F"
"K376630","T","T","T","T","F","F","F","F","F","T","F","F"
"K376780","T","T","F","T","F","F","F","F","F","F","F","F"
"K253070","T","F","T","T","F","F","F","T","F","T","F","T"
"K154520","T","T","T","F","F","F","F","F","F","F","F","F"
"K253210","T","F","T","F","F","F","F","F","T","T","F","F"
"K206240","T","T","T","T","F","T","T","F","F","F","F","T"
"K128780","T","T","T","T","F","F","F","T","F","F","F","F"
"K253060","T","T","F","T","F","F","F","F","F","F","F","F"
"K253220","T","T","F","T","F","T","F","F","F","F","F","F"
"K206360","T","T","F","T","F","F","F","F","F","F","F","F"
"K128810","T","T","T","T","F","F","F","F","F","F","F","F"
"K206480","T","T","T","T","F","F","F","T","F","T","F","F"
"K154450","T","T","F","F","T","F","T","T","T","T","T","T"
"K105790","T","T","T","T","F","F","F","F","F","T","F","F"
"K206270","T","T","T","T","F","F","F","T","T","T","T","F"
"K252990","T","F","F","F","T","F","T","F","F","F","F","F"
"K253270","T","T","T","F","F","T","F","F","T","F","F","F"
"K376850","T","F","T","F","F","F","F","F","F","F","F","F"
"K377970","T","T","F","T","F","T","T","F","F","F","F","F"
"K252570","T","F","F","F","F","F","F","F","F","F","F","F"
"K206190","T","T","T","F","F","F","F","F","F","F","T","F"
"K252690","T","F","T","T","F","F","F","F","F","F","F","F"
"K206200","T","T","T","F","F","F","F","T","F","F","F","F"
"K154330","T","T","T","T","F","T","F","F","T","F","T","T"
"K252460","T","F","F","F","F","F","F","F","F","F","F","F"
"K252770","T","F","F","F","F","F","F","F","F","F","F","F"
"K252370","T","T","T","F","F","F","F","F","F","F","F","F"
"K154370","T","T","T","T","F","F","F","F","F","F","F","F"
"K252390","T","T","T","T","F","F","F","F","F","F","F","F"
"K206180","T","T","T","T","T","T","T","F","F","T","F","F"
"K115880","T","F","T","F","F","F","F","T","T","T","T","T"
"K206210","T","T","T","T","T","F","T","F","F","F","T","T"
"K252430","T","F","F","F","F","F","F","F","T","F","T","F"
"K252830","T","F","T","T","F","F","F","F","F","F","F","F"
"K252200","T","T","F","T","F","F","F","F","T","T","F","F"
"K206130","T","T","T","T","T","F","F","T","T","T","F","F"
"K252210","T","F","T","T","F","F","T","F","F","T","F","T"
"K206160","T","T","T","T","T","F","F","T","T","F","F","F"
"K116030","T","F","T","T","T","T","T","F","F","F","T","T"
"K252130","T","T","T","T","F","F","F","F","F","T","F","F"
"K252270","T","T","T","F","F","F","F","F","F","F","F","F"
"K206220","T","F","T","T","F","F","F","T","T","T","F","F"
"K154310","T","T","T","T","T","T","T","T","T","T","F","F"
"K252070","T","F","T","F","F","F","F","F","F","F","F","F"
"K154380","T","T","T","T","F","F","F","F","T","T","F","F"
"K105820","T","F","T","T","F","F","F","F","F","F","F","F"
"K206170","T","T","T","T","T","T","T","F","F","F","T","T"
"K252110","T","T","T","F","T","F","F","T","F","T","F","T"
"K252290","T","T","T","F","F","F","F","F","F","F","F","F"
"K252890","T","F","F","F","F","F","F","F","F","F","F","F"
"K251640","T","T","F","F","F","F","F","F","F","F","F","F"
"K206060","T","T","T","T","F","F","F","F","T","F","F","F"
"K251730","T","T","F","T","F","F","F","F","F","F","F","T"
"K206080","T","T","T","T","F","F","F","T","F","F","F","T"
"K128830","T","T","T","T","F","F","T","F","F","F","F","T"
"K251450","T","T","F","T","F","F","F","F","F","F","T","F"
"K251960","T","T","F","T","F","F","F","F","T","F","F","F"
"K251320","T","F","F","F","F","F","F","F","F","F","F","T"
"K128990","T","T","T","F","F","F","F","F","F","F","F","F"
"K251350","T","T","T","F","F","F","F","F","T","F","F","F"
"K155390","T","T","T","T","F","F","F","F","F","F","F","F"
"K109130","T","T","T","F","F","F","F","F","F","F","F","F"
"K206100","T","F","T","T","F","F","F","T","T","F","T","F"
"K251380","T","T","F","T","F","T","F","F","F","F","F","T"
"K252020","T","F","T","T","T","T","T","F","F","F","F","F"
"K208120","T","T","T","F","T","T","T","T","F","T","F","F"
"K154400","T","F","T","F","T","T","T","T","T","T","F","F"
"K251280","T","T","F","T","F","F","T","F","F","F","F","F"
"K154530","T","T","T","F","T","T","T","F","T","F","F","F"
"K115770","T","T","T","T","F","F","F","F","F","F","F","T"
"K207100","T","T","T","T","T","F","F","T","F","F","F","T"
"K251300","T","T","F","F","F","F","F","F","F","F","F","F"
"K206110","T","T","T","T","F","F","F","T","F","F","F","F"
"K128770","T","T","F","F","T","F","F","T","T","T","F","F"
"K206230","T","T","T","T","T","T","F","F","F","F","F","F"
"K129310","T","T","T","T","F","F","F","F","F","F","T","F"
"K102750","T","T","T","T","T","T","T","F","F","T","F","T"
"K154850","T","T","T","T","F","F","F","F","F","F","F","T"
"K206500","T","T","T","T","F","F","F","T","T","T","F","F"
"K251310","T","F","T","F","F","F","F","F","F","F","F","F"
"K252030","T","F","T","T","F","F","F","F","T","F","F","F"
"K252970","T","T","T","F","F","F","F","F","T","F","F","F"
"K377990","T","F","T","T","F","F","F","F","F","F","F","F"
"K381720","T","T","F","T","F","F","F","T","T","F","F","T"
"K388240","T","F","F","F","F","F","F","F","F","F","T","F"
"K250480","T","T","F","T","T","T","F","F","F","F","F","F"
"K205940","T","T","T","F","F","F","F","T","F","T","F","F"
"K250590","T","T","F","T","F","F","F","F","F","F","T","F"
"K205960","T","T","T","T","F","F","F","F","F","F","T","T"
"K154240","T","T","T","T","T","T","T","T","T","T","F","F"
"K250470","T","T","T","F","F","F","F","F","T","F","F","T"
"K250800","T","T","T","F","F","F","F","F","T","F","F","F"
"K250360","T","T","F","T","F","T","F","F","F","F","F","F"
"K154250","T","T","F","T","F","F","F","F","F","F","F","F"
"K250390","T","T","F","F","T","F","T","F","T","F","F","F"
"K205920","T","T","T","T","F","F","F","T","T","F","F","F"
"K128690","T","T","T","T","F","F","F","F","F","F","F","F"
"K205970","T","T","T","T","F","F","F","T","T","T","F","F"
"K250420","T","T","F","T","F","T","T","F","F","F","F","F"
"K250860","T","F","F","F","F","T","F","F","F","F","F","F"
"K250180","T","F","F","T","F","T","F","F","F","T","F","F"
"K205880","T","T","T","T","F","F","F","F","F","F","T","F"
"K250260","T","F","F","F","F","F","F","F","F","F","F","F"
"K205890","T","T","T","F","F","F","F","T","F","T","T","T"
"K128700","T","T","T","T","F","F","F","F","F","T","F","F"
"K250140","T","T","F","F","F","F","F","F","T","F","F","T"
"K250320","T","F","F","F","F","F","F","F","F","F","F","F"
"K205980","T","T","T","T","T","T","T","F","F","F","F","T"
"K154210","T","T","T","T","F","F","F","F","F","F","T","T"
"K249950","T","T","F","T","F","F","F","T","F","T","F","F"
"K154260","T","T","T","T","F","F","F","F","F","F","F","F"
"K115710","T","T","T","T","F","F","F","F","F","F","T","F"
"K205900","T","T","T","T","T","T","T","F","F","F","T","T"
"K250020","T","F","T","T","F","F","F","F","F","F","F","F"
"K250330","T","F","F","F","F","F","T","F","F","F","F","F"
"K250870","T","T","F","T","F","T","T","F","F","F","F","F"
"K249740","T","T","F","F","F","F","F","T","F","F","F","F"
"K205750","T","F","T","F","T","T","F","T","T","F","F","T"
"K249750","T","T","T","F","F","T","T","F","F","F","F","F"
"K205770","T","T","T","T","F","F","F","F","F","F","F","F"
"K154170","T","T","T","F","F","F","F","T","T","T","F","F"
"K249720","T","T","T","F","F","F","F","T","F","T","F","F"
"K249850","T","T","F","F","F","F","F","F","F","F","F","F"
"K249640","T","F","F","F","T","T","F","T","T","F","T","F"
"K154180","T","T","T","T","F","F","F","T","T","T","T","T"
"K249670","T","T","T","F","F","F","F","T","T","F","F","F"
"K205740","T","T","T","T","F","F","F","F","F","F","F","F"
"K115720","T","F","T","T","T","T","T","F","F","F","F","T"
"K205850","T","T","T","T","F","F","F","T","T","T","F","F"
"K249710","T","T","F","T","F","T","F","F","F","F","F","F"
"K249930","T","T","F","F","T","F","T","F","F","F","T","F"
"K249220","T","T","F","T","F","F","F","F","F","F","F","F"
"K154270","T","T","T","F","T","T","T","F","F","F","T","T"
"K249230","T","T","F","T","F","F","F","F","F","F","F","F"
"K205680","T","T","F","T","F","F","F","F","F","T","F","F"
"K128680","T","T","F","T","F","F","F","T","T","T","T","F"
"K249190","T","T","T","F","F","T","T","F","F","F","F","F"
"K249390","T","T","T","F","T","F","T","F","T","F","F","F"
"K205870","T","T","F","F","F","F","F","F","F","F","F","F"
"K128710","T","T","T","T","F","F","F","F","F","F","T","F"
"K205990","T","F","T","T","F","F","F","F","F","F","F","F"
"K154200","T","T","T","T","F","F","F","F","F","F","F","F"
"K108980","T","T","T","T","F","T","T","F","F","F","F","F"
"K205690","T","T","T","T","F","T","F","F","F","F","F","F"
"K249050","T","T","T","F","F","F","F","T","T","F","F","F"
"K249510","T","F","T","T","F","F","F","T","F","F","F","F"
"K249940","T","T","T","F","F","F","F","T","T","F","F","F"
"K250960","T","F","F","F","F","F","F","F","F","F","T","F"
"K248890","T","F","T","T","F","F","F","F","F","F","F","F"
"K205620","T","F","T","T","T","T","T","T","T","T","F","F"
"K248920","T","F","T","T","F","F","F","F","F","F","F","F"
"K205630","T","T","T","T","F","F","F","T","T","T","F","F"
"K154100","T","T","T","T","F","F","F","F","F","F","T","F"
"K248730","T","T","T","F","T","F","F","T","T","T","F","F"
"K248960","T","F","T","F","F","F","T","F","F","F","F","F"
"K248560","T","F","T","T","F","F","F","F","F","F","F","F"
"K154120","T","T","T","T","F","F","F","F","F","F","F","F"
"K248590","T","F","T","T","F","F","T","F","F","F","F","F"
"K205600","T","T","T","T","T","T","T","T","T","F","F","F"
"K128640","T","T","F","T","F","F","F","F","F","F","F","F"
"K205650","T","T","T","F","T","T","T","F","T","F","T","F"
"K248600","T","T","F","T","F","F","T","F","F","F","F","F"
"K248970","T","T","T","F","F","F","T","F","F","F","F","F"
"K248380","T","T","F","F","F","F","F","F","F","F","F","F"
"K205570","T","T","T","T","F","F","F","F","F","F","T","T"
"K248430","T","F","T","T","F","F","F","F","F","F","T","F"
"K205580","T","T","T","T","T","T","T","F","F","F","F","F"
"K128660","T","T","T","T","F","F","F","F","T","F","T","T"
"K248360","T","F","T","T","F","F","F","F","F","F","F","F"
"K248480","T","T","F","F","F","F","F","F","F","F","F","F"
"K205660","T","T","T","T","T","F","F","F","F","F","T","T"
"K154090","T","T","T","T","F","F","F","F","F","F","T","T"
"K248320","T","T","F","F","T","T","F","F","F","F","F","F"
"K154130","T","T","T","F","F","F","F","F","T","F","F","F"
"K109000","T","T","T","T","T","F","T","T","F","T","T","F"
"K205590","T","F","T","T","F","F","F","F","T","F","F","F"
"K248330","T","F","T","T","F","T","T","F","F","F","F","F"
"K248500","T","T","F","T","F","F","F","F","F","F","F","F"
"K249030","T","T","F","T","F","F","F","T","T","F","F","F"
"K248070","T","T","F","T","F","F","F","F","F","F","F","F"
"K205510","T","T","T","T","F","F","F","F","F","F","T","F"
"K248100","T","T","T","F","F","F","F","F","F","F","F","F"
"K205520","T","T","T","T","F","F","F","F","F","T","F","T"
"K128720","T","T","T","T","F","F","F","F","F","F","F","F"
"K248040","T","T","T","F","F","F","F","F","T","T","F","T"
"K248160","T","F","F","F","T","F","T","F","F","F","F","F"
"K247820","T","F","T","F","F","F","F","F","F","F","F","F"
"K154070","T","F","T","T","F","F","F","F","T","T","F","F"
"K247990","T","T","F","T","F","F","F","F","F","F","F","F"
"K205500","T","T","T","T","T","F","T","F","F","F","T","T"
"K115700","T","T","F","T","F","F","F","T","T","T","F","F"
"K205550","T","T","F","T","F","F","F","T","F","T","T","T"
"K248010","T","T","T","F","F","F","F","F","T","F","F","F"
"K248240","T","F","F","F","T","F","F","F","F","F","F","F"
"K247570","T","T","F","T","F","F","F","T","F","F","F","F"
"K154140","T","T","T","T","F","F","F","T","T","T","T","T"
"K247600","T","T","T","F","T","F","F","F","F","F","T","F"
"K154280","T","T","T","T","T","F","T","T","T","T","T","F"
"K115730","T","T","T","T","F","F","F","F","F","F","F","F"
"K247540","T","T","T","T","F","F","F","F","T","F","F","F"
"K247640","T","T","T","F","T","T","F","F","F","F","F","F"
"K205560","T","T","F","T","F","F","F","T","F","F","F","F"
"K128670","T","T","T","T","T","F","T","F","F","F","T","T"
"K205670","T","T","F","T","F","F","F","F","F","T","T","F"
"K154080","T","T","T","T","F","F","F","T","T","T","F","F"
"K104260","T","T","T","T","F","F","F","F","F","F","F","T"
"K205490","T","F","T","T","T","F","T","T","F","T","F","F"
"K206000","T","T","T","T","T","T","T","F","F","F","F","F"
"K247810","T","F","T","F","F","F","F","F","F","F","F","F"
"K248310","T","T","T","F","F","F","F","F","F","T","F","F"
"K249040","T","T","T","F","F","F","F","F","F","F","F","F"
"K251230","T","F","T","F","F","T","F","F","F","F","F","F"
"K246960","T","T","T","F","F","F","F","T","F","T","F","F"
"K205400","T","T","T","T","T","F","T","F","F","F","F","F"
"K247040","T","F","F","F","F","F","F","T","F","F","F","T"
"K205410","T","T","F","T","T","T","T","T","T","F","F","F"
"K154000","T","T","T","T","T","T","F","F","T","F","F","F"
"K246940","T","T","F","T","F","F","F","F","F","F","F","F"
"K247100","T","T","F","T","F","F","T","F","F","F","F","F"
"K246730","T","F","F","F","F","F","F","F","F","F","T","F"
"K154010","T","F","T","T","T","T","T","F","F","F","T","F"
"K246790","T","F","F","F","F","F","F","F","F","F","F","F"
"K205390","T","T","T","F","F","F","F","T","T","T","F","F"
"K128590","T","T","F","T","F","F","F","F","T","T","T","T"
"K205430","T","T","T","F","T","T","T","F","F","F","F","F"
"K246930","T","T","F","F","F","F","F","F","F","F","F","T"
"K247200","T","F","F","T","F","F","F","F","F","F","F","F"
"K246600","T","T","T","F","F","F","T","T","F","F","F","F"
"K205320","T","T","T","T","F","F","F","F","F","F","F","F"
"K246630","T","T","F","F","F","F","F","F","F","F","F","F"
"K205340","T","T","T","T","F","F","F","T","T","T","F","T"
"K128600","T","T","T","T","F","F","F","F","F","F","F","F"
"K246510","T","F","F","F","T","T","F","F","F","F","F","F"
"K246660","T","T","T","F","F","F","F","F","F","T","F","F"
"K205440","T","F","T","T","T","T","F","T","T","F","F","F"
"K153990","T","T","T","T","F","F","F","F","T","T","F","F"
"K246400","T","T","F","T","T","T","F","F","F","F","F","F"
"K154030","T","T","T","T","T","F","T","T","T","F","T","T"
"K115640","T","T","T","T","F","F","F","F","F","F","F","F"
"K205350","T","T","T","T","F","F","F","F","F","F","F","F"
"K246460","T","T","F","F","T","T","F","F","F","F","F","F"
"K246670","T","T","F","T","F","F","F","F","F","F","F","F"
"K247220","T","T","F","T","F","F","F","T","T","F","F","T"
"K246240","T","F","T","T","F","F","F","F","F","F","F","F"
"K205250","T","T","T","T","F","F","F","T","F","F","F","T"
"K246270","T","F","F","F","F","F","F","F","F","F","F","F"
"K205270","T","T","F","T","F","F","F","F","F","F","F","F"
"K153940","T","T","T","T","T","T","F","T","F","F","F","F"
"K246210","T","F","F","F","F","F","F","F","F","F","T","F"
"K246280","T","F","T","T","F","F","F","F","F","F","F","F"
"K246090","T","T","F","T","F","F","F","F","F","F","F","F"
"K153960","T","F","F","F","F","F","F","T","T","T","F","F"
"K246130","T","F","T","T","F","F","F","F","F","F","F","F"
"K205240","T","F","T","T","F","T","F","F","F","F","T","T"
"K115670","T","T","T","T","F","F","F","F","F","F","F","F"
"K205290","T","F","T","T","F","F","F","F","F","F","T","F"
"K246150","T","F","F","F","F","F","F","F","F","F","T","F"
"K246350","T","T","T","T","F","F","F","F","T","F","F","F"
"K245710","T","T","F","T","F","F","F","F","F","F","F","F"
"K154050","T","T","T","T","F","F","F","F","F","F","F","F"
"K245790","T","F","T","T","F","F","F","F","F","F","F","F"
"K205220","T","T","F","T","F","F","F","T","F","F","F","F"
"K128570","T","T","F","T","T","T","T","F","F","F","T","T"
"K245680","T","T","F","T","F","T","F","F","F","F","T","F"
"K245940","T","T","T","F","F","F","F","T","F","F","F","F"
"K205300","T","T","T","T","F","T","T","F","F","F","F","F"
"K128610","T","T","T","T","F","F","F","F","F","F","F","T"
"K205450","T","T","T","F","F","F","F","F","F","F","T","T"
"K153980","T","F","F","F","F","F","F","T","T","T","F","F"
"K104400","T","T","T","T","F","T","F","F","F","T","F","F"
"K205230","T","T","T","T","F","F","F","T","T","F","T","F"
"K245670","T","T","T","F","F","F","F","F","F","F","T","F"
"K245960","T","T","T","F","F","F","F","F","F","F","F","F"
"K246380","T","T","T","T","T","T","F","F","F","T","F","F"
"K247250","T","F","T","F","F","T","T","F","F","F","F","F"
"K245030","T","T","F","F","F","F","F","F","F","F","F","F"
"K205170","T","T","T","T","F","F","F","T","T","F","T","F"
"K245170","T","F","T","F","F","F","F","F","F","F","F","F"
"K205180","T","T","T","T","F","F","F","T","F","F","T","T"
"K153880","T","T","T","F","F","F","T","T","F","T","F","F"
"K244960","T","F","F","T","F","F","F","F","F","F","F","F"
"K245320","T","F","T","T","F","F","F","F","F","T","F","F"
"K244870","T","T","T","F","F","F","F","F","F","F","F","F"
"K153890","T","F","T","T","F","T","T","F","T","T","F","T"
"K244920","T","F","T","F","F","F","F","F","F","F","F","F"
"K205160","T","F","T","T","F","F","F","F","F","F","F","F"
"K115740","T","T","T","T","F","F","F","F","F","F","T","T"
"K205190","T","T","F","T","T","F","F","F","F","F","F","F"
"K244930","T","T","F","T","F","F","F","F","F","F","F","F"
"K245340","T","F","T","T","F","F","F","F","F","F","F","F"
"K244620","T","F","F","F","F","F","F","F","F","F","F","F"
"K205130","T","T","T","F","T","F","T","F","F","F","F","F"
"K244780","T","T","F","F","F","T","T","F","T","T","F","F"
"K205140","T","T","T","T","F","F","F","F","F","F","F","F"
"K128550","T","T","T","F","F","F","F","F","F","F","F","F"
"K244610","T","F","F","F","F","F","F","F","F","T","T","T"
"K244820","T","F","T","T","F","F","F","F","F","F","F","F"
"K205200","T","F","F","F","F","F","F","T","T","T","F","F"
"K153870","T","T","T","T","F","F","F","T","T","T","F","F"
"K244270","T","T","T","F","F","T","T","F","F","F","T","F"
"K153900","T","T","F","T","F","F","F","F","F","F","F","F"
"K106740","T","T","T","T","F","F","F","F","F","F","F","F"
"K205150","T","F","T","T","F","F","F","F","F","F","F","F"
"K244470","T","T","T","F","F","F","F","F","F","F","F","F"
"K244860","T","T","T","F","F","F","F","F","F","F","T","F"
"K245520","T","F","F","F","T","F","F","F","F","T","F","F"
"K244070","T","T","F","T","F","F","F","F","F","T","F","F"
"K205060","T","T","F","T","T","F","F","F","F","F","F","F"
"K244090","T","T","F","T","F","F","T","F","F","F","F","F"
"K205090","T","T","T","T","F","F","F","F","F","F","F","F"
"K128620","T","F","T","T","F","T","T","F","F","F","F","F"
"K244060","T","F","T","F","F","F","F","T","T","F","F","F"
"K244120","T","F","F","T","F","F","F","F","F","F","T","F"
"K244020","T","T","F","T","F","F","F","F","F","F","F","F"
"K128740","T","T","T","T","F","F","F","F","F","F","T","T"
"K244030","T","F","T","T","F","F","F","F","F","T","F","F"
"K205040","T","T","T","T","F","F","F","F","F","F","F","F"
"K109040","T","T","F","T","T","F","T","F","F","F","F","F"
"K205100","T","F","T","T","F","T","F","T","F","T","T","T"
"K244050","T","T","F","F","T","T","F","F","F","F","F","F"
"K244150","T","F","T","T","F","F","F","T","F","F","F","T"
"K243590","T","F","F","F","F","F","F","F","F","F","F","F"
"K153930","T","T","T","T","F","F","F","T","T","T","F","F"
"K243840","T","F","F","F","F","F","F","F","F","F","F","F"
"K154060","T","F","T","F","T","T","T","T","T","T","F","F"
"K115680","T","T","T","F","F","F","F","T","T","T","F","F"
"K206020","T","T","T","F","T","T","T","F","F","F","F","F"
"K243860","T","T","T","F","T","F","T","F","F","F","T","F"
"K205120","T","T","T","T","F","F","F","T","F","T","F","F"
"K128560","T","F","F","F","T","T","T","T","T","T","T","T"
"K205210","T","T","T","T","F","F","F","F","F","F","T","T"
"K153840","T","T","T","F","F","T","T","T","T","T","F","F"
"K102970","T","T","T","T","T","F","T","F","F","F","F","F"
"K154290","T","T","T","T","F","F","F","F","F","T","F","F"
"K205460","T","T","T","T","F","F","F","F","T","T","T","F"
"K243990","T","F","F","F","F","F","F","F","F","F","F","F"
"K244250","T","F","F","T","T","F","T","F","F","F","F","T"
"K245540","T","T","F","T","F","F","F","F","F","F","F","F"
"K247450","T","T","F","T","T","F","T","F","F","F","F","F"
"K251250","T","F","F","F","F","F","F","T","T","F","F","T"
"K243430","T","F","F","F","F","F","T","F","F","F","F","F"
"K204910","T","T","T","T","F","F","F","F","F","F","F","F"
"K243460","T","F","T","T","F","F","F","F","F","F","F","F"
"K204920","T","T","T","T","F","F","F","F","T","F","F","F"
"K153750","T","T","F","T","F","F","T","F","F","F","T","T"
"K243420","T","T","F","F","F","F","F","F","F","T","F","F"
"K243470","T","F","T","T","F","F","F","F","F","F","F","T"
"K243330","T","F","F","F","F","T","T","F","F","F","F","F"
"K153760","T","T","T","T","F","T","F","F","F","F","T","F"
"K243380","T","T","F","F","F","F","F","F","F","F","F","F"
"K204900","T","T","T","T","T","F","T","F","F","F","T","F"
"K128450","T","T","T","T","F","F","F","F","T","T","F","F"
"K204940","T","T","T","F","F","F","F","F","F","F","T","T"
"K243400","T","F","F","F","F","F","F","F","F","F","F","F"
"K243490","T","T","T","F","F","F","F","F","F","T","F","F"
"K243010","T","T","T","F","F","F","F","F","F","F","T","F"
"K204830","T","T","T","T","F","F","F","F","T","T","F","T"
"K243110","T","F","F","F","F","F","F","F","F","F","F","F"
"K204850","T","F","T","T","F","F","F","T","T","F","F","F"
"K128470","T","F","T","T","F","F","F","F","F","F","T","T"
"K242960","T","T","F","T","F","F","F","F","F","F","F","F"
"K243130","T","T","F","F","F","F","F","F","F","F","F","F"
"K204960","T","T","T","F","T","T","T","F","F","F","F","F"
"K153740","T","T","T","T","F","F","T","T","F","F","F","T"
"K242680","T","F","F","F","T","F","T","F","F","F","F","T"
"K153790","T","T","T","T","T","T","T","T","T","T","F","F"
"K111280","T","T","F","F","F","F","F","F","F","F","F","T"
"K204890","T","F","T","T","F","F","F","F","F","F","F","T"
"K242730","T","F","T","T","F","F","F","F","F","F","F","F"
"K243300","T","T","F","T","F","F","F","F","F","F","F","F"
"K243510","T","T","F","T","T","T","F","F","F","F","T","F"
"K242390","T","T","F","T","F","F","T","F","F","F","T","F"
"K204780","T","F","T","F","F","F","F","T","T","T","T","T"
"K242400","T","F","F","F","F","F","F","F","T","F","F","F"
"K204790","T","T","T","T","F","F","F","F","F","F","T","T"
"K153700","T","T","T","T","F","F","F","F","F","F","F","F"
"K242370","T","T","T","F","F","F","F","T","F","F","T","F"
"K242480","T","F","F","F","F","T","F","F","F","F","F","F"
"K242190","T","T","F","T","F","F","F","F","T","F","T","F"
"K153710","T","T","T","T","F","T","T","T","T","T","F","F"
"K242220","T","T","F","F","F","F","F","F","F","F","F","F"
"K204770","T","T","F","T","F","F","F","F","F","F","F","F"
"K115610","T","T","T","T","F","F","F","F","F","F","F","F"
"K204800","T","F","T","T","F","F","F","F","F","F","T","F"
"K242330","T","F","T","F","F","F","F","F","T","F","F","F"
"K242640","T","T","T","T","F","F","F","F","F","F","F","T"
"K242100","T","F","T","T","F","F","F","F","F","T","F","F"
"K153800","T","F","T","T","F","T","F","F","T","F","T","F"
"K242110","T","F","F","F","F","F","F","F","F","F","T","F"
"K204740","T","T","F","T","F","F","F","F","T","F","T","T"
"K128440","T","T","T","F","T","T","T","F","F","F","F","T"
"K242090","T","F","F","F","F","F","F","F","F","F","F","F"
"K242120","T","T","F","T","T","F","T","F","F","F","F","F"
"K204810","T","T","T","T","F","F","F","F","F","F","F","T"
"K128500","T","T","T","T","F","T","F","F","F","F","F","F"
"K204970","T","T","T","F","F","F","F","F","F","F","F","F"
"K153730","T","T","T","T","T","T","T","T","T","F","F","F"
"K105830","T","T","T","T","F","T","F","T","T","T","F","F"
"K204760","T","T","T","F","F","F","F","F","F","F","F","F"
"K242050","T","F","T","F","F","F","F","F","F","F","F","T"
"K242180","T","T","F","F","F","F","F","F","F","F","F","T"
"K242660","T","T","F","T","F","F","T","T","F","F","F","F"
"K243520","T","T","F","F","F","F","F","F","F","T","F","F"
"K241610","T","F","T","F","F","F","F","F","T","T","F","F"
"K204660","T","T","T","F","T","T","T","F","F","F","T","T"
"K241630","T","T","F","F","F","F","F","T","F","F","F","F"
"K204680","T","T","T","T","T","T","T","F","F","F","F","F"
"K153650","T","F","T","T","T","F","T","F","F","F","F","F"
"K241530","T","F","T","T","F","F","F","F","F","T","F","F"
"K241930","T","T","T","F","F","F","F","F","F","F","F","F"
"K241380","T","T","F","T","F","F","F","F","F","F","F","F"
"K153660","T","T","T","T","F","F","F","F","F","F","F","F"
"K241390","T","F","F","F","F","F","F","F","F","F","F","F"
"K204650","T","F","T","T","F","F","F","T","T","T","F","F"
"K128380","T","T","F","T","T","T","T","F","F","F","F","F"
"K204690","T","F","F","F","T","T","F","T","T","T","F","F"
"K241500","T","T","F","T","F","F","F","F","F","F","F","F"
"K241940","T","T","T","T","F","F","F","T","T","T","F","F"
"K241110","T","T","F","T","T","F","F","T","T","F","F","F"
"K204610","T","T","T","T","T","T","T","F","F","F","F","F"
"K241220","T","F","F","F","T","F","T","F","F","F","F","F"
"K204620","T","T","T","T","F","T","F","F","F","F","F","F"
"K128400","T","T","T","T","T","T","F","F","F","F","F","F"
"K241030","T","T","F","T","T","F","F","F","F","F","F","F"
"K241340","T","T","T","F","F","F","F","F","F","F","F","F"
"K204700","T","T","T","T","F","F","F","T","T","F","F","F"
"K153620","T","T","T","T","F","F","F","T","F","F","F","F"
"K240980","T","F","T","F","F","T","T","F","F","F","F","F"
"K153680","T","T","F","T","F","F","F","F","F","F","F","F"
"K105940","T","T","T","T","F","F","F","F","F","F","F","F"
"K204630","T","T","T","T","T","T","T","F","F","F","F","F"
"K241000","T","T","F","F","F","F","F","F","F","F","F","F"
"K241350","T","F","F","F","F","F","T","F","F","F","F","F"
"K242010","T","F","F","F","F","F","F","T","F","T","T","F"
